,
Date,Close
8/26/2020 16:00:00,103.19
8/27/2020 16:00:00,111.29
8/28/2020 16:00:00,110.79
8/31/2020 16:00:00,109.47
9/1/2020 16:00:00,106.55
9/2/2020 16:00:00,109.44
9/3/2020 16:00:00,105.53
9/4/2020 16:00:00,104.16
9/8/2020 16:00:00,102.84
9/9/2020 16:00:00,105.81
9/10/2020 16:00:00,104
9/11/2020 16:00:00,104.7
9/14/2020 16:00:00,105.69
9/15/2020 16:00:00,106.58
9/16/2020 16:00:00,105.7
9/17/2020 16:00:00,106.66
9/18/2020 16:00:00,106.86
9/21/2020 16:00:00,105.95
9/22/2020 16:00:00,104.8
9/23/2020 16:00:00,102.73
9/24/2020 16:00:00,100.92
9/25/2020 16:00:00,103.45
9/28/2020 16:00:00,104.44
9/29/2020 16:00:00,105.19
9/30/2020 16:00:00,108.83
10/1/2020 16:00:00,108.64
10/2/2020 16:00:00,106.5
10/5/2020 16:00:00,108.56
10/6/2020 16:00:00,106.25
10/7/2020 16:00:00,107.74
10/8/2020 16:00:00,108.54
10/9/2020 16:00:00,109.65
10/12/2020 16:00:00,111.05
10/13/2020 16:00:00,108.37
10/14/2020 16:00:00,107.75
10/15/2020 16:00:00,107.32
10/16/2020 16:00:00,109.67
10/19/2020 16:00:00,108.04
10/20/2020 16:00:00,108.36
10/21/2020 16:00:00,105.93
10/22/2020 16:00:00,109.48
10/23/2020 16:00:00,107.79
10/26/2020 16:00:00,109
10/27/2020 16:00:00,108.58
10/28/2020 16:00:00,106.42
10/29/2020 16:00:00,105
10/30/2020 16:00:00,105.11
11/2/2020 16:00:00,107.48
11/3/2020 16:00:00,109.56
11/4/2020 16:00:00,111.53
11/5/2020 16:00:00,113.53
11/6/2020 16:00:00,114.42
11/9/2020 16:00:00,109.39
11/10/2020 16:00:00,110.81
11/11/2020 16:00:00,112.65
11/12/2020 16:00:00,111.95
11/13/2020 16:00:00,112.6
11/16/2020 16:00:00,113.67
